Date,Day,NetWorth,Cash,Shares
2020-10-19,469,8819.31214602419,8819.31214602419,0
2020-10-20,470,8819.31214602419,8819.31214602419,0
2020-10-21,471,8819.31214602419,8819.31214602419,0
2020-10-22,472,8819.31214602419,8819.31214602419,0
2020-10-23,473,8819.31214602419,8819.31214602419,0
2020-10-26,474,8819.31214602419,8819.31214602419,0
2020-10-27,475,8819.31214602419,8819.31214602419,0
2020-10-28,476,8819.31214602419,8819.31214602419,0
2020-10-29,477,8819.31214602419,8819.31214602419,0
2020-10-30,478,8819.31214602419,8819.31214602419,0
2020-11-02,479,8819.31214602419,8819.31214602419,0
2020-11-03,480,8819.31214602419,8819.31214602419,0
2020-11-04,481,8819.31214602419,8819.31214602419,0
2020-11-05,482,8819.31214602419,8819.31214602419,0
2020-11-06,483,8819.31214602419,8819.31214602419,0
2020-11-09,484,8819.31214602419,8819.31214602419,0
2020-11-10,485,8819.31214602419,8819.31214602419,0
2020-11-11,486,8819.31214602419,8819.31214602419,0
2020-11-12,487,8819.31214602419,8819.31214602419,0
2020-11-13,488,8819.31214602419,8819.31214602419,0
2020-11-14,489,8819.31214602419,8819.31214602419,0
2020-11-17,490,8819.31214602419,8819.31214602419,0
2020-11-18,491,8819.31214602419,8819.31214602419,0
2020-11-19,492,8819.31214602419,8819.31214602419,0
2020-11-20,493,8819.31214602419,8819.31214602419,0
